ID Phường xã,ID tỉnh thành,ID Quận huyện,Đơn vị,Tên Phường xã,
5115,28,330,Xã,Vũ Xá,VX
5130,28,332,Xã,Đình Cao,ĐC
5136,28,332,Xã,Nhật Quang,NQ
5138,28,332,Xã,Quang Hưng,QH
5139,28,332,Xã,Tam Đa,TĐ
5140,28,332,Xã,Tiền Tiến,TT
5141,28,332,Xã,Tống Phan,TP
5142,28,332,Thị trấn,Trần Cao,TC
5143,28,333,Xã,An Viên,AV
5144,28,333,Xã,Cương Chính,CC
5146,28,333,Xã,Đức Thắng,ĐT
5147,28,333,Xã,Hải Triều,HT
5151,28,333,Xã,Ngô Quyền,NQ
5152,28,333,Xã,Nhật Tân,NT
5154,28,333,Xã,Thủ Sỹ,TS
5156,28,333,Xã,Trung Dũng,TD
5157,28,333,Thị trấn,Vương,V
5159,28,334,Xã,Cửu Cao,CC
5161,28,334,Xã,Long Hưng,LH
5162,28,334,Xã,Nghĩa Trụ,NT
5167,28,334,Xã,Vĩnh Khúc,VK
5168,28,334,Xã,Xuân Quan,XQ
5169,28,335,Xã,Lương Tài,LT
5171,28,335,Xã,Chỉ Đạo,CĐ
5174,28,335,Xã,Lạc Đạo,LĐ
5176,28,335,Xã,Minh Hải,MH
5177,28,335,Thị trấn,Như Quỳnh,NQ
5179,28,335,Xã,Trưng Trắc,TT
5181,28,336,Xã,Đồng Than,ĐT
5183,28,336,Xã,Hoàn Long,HL
5184,28,336,Xã,Liêu Xá,LX
5187,28,336,Xã,Nghĩa Hiệp,NH
5189,28,336,Xã,Tân Lập,TL
5190,28,336,Xã,Tân Việt,TV
5193,28,336,Xã,Trung Hòa,TH
5196,28,336,Thị trấn,Yên Mỹ,YM
5198,9,337,Xã,An Dũng,AD
5199,9,337,Xã,An Hòa,AH
5201,9,337,Thị trấn,An Lão,AL
5203,9,337,Xã,An Quang,AQ
5205,9,337,Xã,An Toàn,AT
5224,9,339,Xã,Ân Hảo Đông,ÂHĐ
5228,9,339,Xã,Ân Nghĩa,ÂN
5229,9,339,Xã,Ân Phong,ÂP
5233,9,339,Xã,Ân Tường Đông,ÂTĐ
5234,9,339,Xã,Ân Tường Tây,ÂTT
5235,9,339,Xã,Bok Tới,BT
5237,9,339,Thị trấn,Tăng Bạt Hổ,TBH
5255,9,341,Xã,Cát Chánh,CC
5256,9,341,Xã,Cát Hải,CH
5259,9,341,Xã,Cát Hưng,CH
5261,9,341,Xã,Cát Lâm,CL
5264,9,341,Xã,Cát Tài,CT
5269,9,341,Xã,Cát Tường,CT
5270,9,341,Thị trấn,Ngô Mây,NM
5277,9,342,Xã,Mỹ Chánh,MC
5278,9,342,Xã,Mỹ Chánh Tây,MCT
5281,9,342,Xã,Mỹ Hiệp,MH
5283,9,342,Xã,Mỹ Lộc,ML
5285,9,342,Xã,Mỹ Phong,MP
5286,9,342,Xã,Mỹ Quang,MQ
5287,9,342,Xã,Mỹ Tài,MT
5289,9,342,Xã,Mỹ Thành,MT
5291,9,342,Xã,Mỹ Trinh,MT
5293,9,343,Phường,Bùi Thị Xuân,BTX
5294,9,343,Phường,Đống Đa,ĐĐ
5297,9,343,Phường,Lê Hồng Phong,LHP
5298,9,343,Phường,Lê Lợi,LL
5300,9,343,Phường,Ngô Mây,NM
5301,9,343,Phường,Nguyễn Văn Cừ,NVC
5304,9,343,Xã,Nhơn Hải,NH
5305,9,343,Xã,Nhơn Hội,NH
5307,9,343,Phường,Nhơn Phú,NP
5311,9,343,Phường,Trần Hưng Đạo,THĐ
5314,9,344,Xã,Bình Hòa,BH
5316,9,344,Xã,Bình Tân,BT
5318,9,344,Xã,Bình Thuận,BT
5322,9,344,Xã,Tây Bình,TB
5325,9,344,Xã,Tây Thuận,TT
5327,9,344,Xã,Tây Xuân,TX
5330,9,345,Xã,Phước An,PA
5332,9,345,Xã,Phước Hòa,PH
5338,9,345,Xã,Phước Thắng,PT
5340,9,345,Xã,Phước Thuận,PT
5342,9,346,Xã,Canh Hiển,CH
5344,9,346,Xã,Canh Hòa,CH
5345,9,346,Xã,Canh Liên,CL
5348,9,346,Thị trấn,Vân Canh,VC
5350,9,347,Xã,Vĩnh Hiệp,VH
5352,9,347,Xã,Vĩnh Kim,VK
5354,9,347,Xã,Vĩnh Sơn,VS
5356,9,347,Xã,Vĩnh Thịnh,VT
5359,56,348,Xã,An Hữu,AH
5361,56,348,Xã,An Thái Trung,ATT
5362,56,348,Thị trấn,Cái Bè,CB
5363,56,348,Xã,Đông Hòa Hiệp,ĐHH
5364,56,348,Xã,Hậu Mỹ Bắc A,HMBA
5367,56,348,Xã,Hậu Mỹ Trinh,HMT
5368,56,348,Xã,Hậu Thành,HT
5369,56,348,Xã,Hòa Hưng,HH
5370,56,348,Xã,Hòa Khánh,HK
5372,56,348,Xã,Mỹ Đức Tây,MĐT
5374,56,348,Xã,Mỹ Lợi A,MLA
5375,56,348,Xã,Mỹ Lợi B,MLB
5377,56,348,Xã,Mỹ Tân,MT
5380,56,348,Xã,Tân Thanh,TT
5386,56,355,Phường,4,4
5389,56,355,Xã,Mỹ Hạnh Đông,MHĐ
5391,56,355,Xã,Mỹ Phước Tây,MPT
5392,56,355,Phường,Nhị Mỹ,NM
5393,56,355,Xã,Nhị Quý,NQ
5396,56,355,Xã,Tân Hội,TH
5401,56,350,Xã,Bình Trưng,BT
5403,56,350,Xã,Đông Hòa,ĐH
5406,56,350,Xã,Kim Sơn,KS
5407,56,350,Xã,Long An,LA
5410,56,350,Xã,Nhị Bình,NB
5411,56,350,Xã,Phú Phong,PP
5412,56,350,Xã,Song Thuận,ST
5414,56,350,Thị trấn,Tân Hiệp,TH
5416,56,350,Xã,Tân Hương,TH
5417,56,350,Xã,Tân Lý Đông,TLĐ
5418,56,350,Xã,Tân Lý Tây,TLT
5420,56,350,Xã,Thạnh Phú,TP
5422,56,351,Xã,An Thạnh Thủy,ATT
5424,56,351,Xã,Bình Phan,BP
5426,56,351,Thị trấn,Chợ Gạo,CG
5428,56,351,Xã,Hòa Định,HĐ
5429,56,351,Xã,Hòa Tịnh,HT
5430,56,351,Xã,Long Bình Điền,LBĐ
5432,56,351,Xã,Mỹ Tịnh An,MTA
5434,56,351,Xã,Quơn Long,QL
5440,56,351,Xã,Xuân Đông,XĐ
5442,56,352,Phường,2,2
5443,56,352,Phường,3,3
5445,56,352,Phường,5,5
5446,56,352,Xã,Bình Đông,BĐ
5448,56,352,Xã,Long Chánh,LC
5453,56,352,Xã,Tân Trung,TT
5456,56,353,Xã,Gia Thuận,GT
5462,56,353,Xã,Tân Phước,TP
5464,56,353,Xã,Tân Thành,TT
5465,56,353,Xã,Tăng Hoà,TH
5467,56,354,Xã,Bình Nhì,BN
5470,56,354,Xã,Đồng Sơn,ĐS
5471,56,354,Xã,Đồng Thạnh,ĐT
5474,56,354,Xã,Thành Công,TC
5477,56,354,Thị trấn,Vĩnh Bình,VB
5483,56,349,Xã,Hiệp Đức,HĐ
5484,56,349,Xã,Hội Xuân,HX
5485,56,349,Xã,Long Tiên,LT
5486,56,349,Xã,Long Trung,LT
5489,56,349,Xã,Mỹ Thành Bắc,MTB
5490,56,349,Xã,Mỹ Thành Nam,MTN
5494,56,349,Xã,Phú Cường,PC
5497,56,349,Xã,Tam Bình,TB
5499,56,349,Xã,Tân Phong,TP
5500,56,349,Xã,Thạnh Lộc,TL
5505,56,356,Phường,4,4
5511,56,356,Xã,Đạo Thạnh,ĐT
5513,56,356,Xã,Phước Thạnh,PT
5517,56,356,Xã,Trung An,TA
5518,56,357,Xã,Phú Đông,PĐ
5520,56,357,Xã,Phú Thạnh,PT
5521,56,357,Xã,Tân Phú,TP
5529,56,358,Xã,Tân Hòa Đông,THĐ
5530,56,358,Xã,Tân Hòa Tây,THT
5533,56,358,Xã,Tân Lập 2,TL2
5536,56,358,Xã,Thạnh Tân,TT
5539,52,359,Xã,Chương Dương,CD
5541,52,359,Xã,Đông Á,ĐÁ
5542,52,359,Xã,Đông Các,ĐC
5545,52,359,Xã,Đông Dương,ĐD
5549,52,359,Xã,Đông Hợp,ĐH
5553,52,359,Xã,Đông La,ĐL
5557,52,359,Xã,Đông Phương,ĐP
5558,52,359,Xã,Đông Quang,ĐQ
5559,52,359,Xã,Đông Sơn,ĐS
5560,52,359,Xã,Đông Tân,ĐT
5562,52,359,Xã,Đông Xá,ĐX
5563,52,359,Xã,Đông Xuân,ĐX
5568,52,359,Xã,Hồng Việt,HV
5569,52,359,Xã,Hợp Tiến,HT
5571,52,359,Xã,Lô Giang,LG
5576,52,359,Xã,Phong Châu,PC
5578,52,359,Xã,Phú Lương,PL
5579,52,359,Xã,Thăng Long,TL
5580,52,359,Xã,Trọng Quan,TQ
5581,52,360,Xã,Bắc Sơn,BS
5582,52,360,Xã,Canh Tân,CT
5583,52,360,Xã,Chí Hòa,CH
5584,52,360,Xã,Chi Lăng,CL
5586,52,360,Xã,Dân Chủ,DC
5587,52,360,Xã,Điệp Nông,ĐN
5588,52,360,Xã,Đoan Hùng,ĐH
5589,52,360,Xã,Độc Lập,ĐL
5590,52,360,Xã,Đông Đô,ĐĐ
5592,52,360,Xã,Hòa Bình,HB
5594,52,360,Xã,Hồng An,HA
5595,52,360,Xã,Hồng Lĩnh,HL
5598,52,360,Thị trấn,Hưng Hà,HH
5599,52,360,Thị trấn,Hưng Nhân,HN
5601,52,360,Xã,Liên Hiệp,LH
5603,52,360,Xã,Minh Khai,MK
5609,52,360,Xã,Tây Đô,TĐ
5611,52,360,Xã,Thái Phương,TP
5612,52,360,Xã,Thống Nhất,TN
5613,52,360,Xã,Tiến Đức,TĐ
5615,52,360,Xã,Văn Lang,VL
5621,52,361,Xã,Bình Thanh,BT
5622,52,361,Xã,Đình Phùng,ĐP
5623,52,361,Xã,Hòa Bình,HB
5624,52,361,Xã,Hồng Thái,HT
5625,52,361,Xã,Hồng Tiến,HT
5626,52,361,Xã,Lê Lợi,LL
5628,52,361,Xã,Minh Tân,MT
5633,52,361,Xã,Quang Lịch,QL
5635,52,361,Xã,Quang Trung,QT
5641,52,361,Xã,Trà Giang,TG
5644,52,361,Xã,Vũ Công,VC
5648,52,361,Xã,Vũ Ninh,VN
5649,52,361,Xã,Vũ Quí,VQ
5652,52,361,Xã,Vũ Thắng,VT
5653,52,361,Xã,Vũ Trung,VT
5655,52,362,Thị trấn,An Bài,AB
5656,52,362,Xã,An Cầu,AC
5659,52,362,Xã,An Hiệp,AH
5662,52,362,Xã,An Mỹ,AM
5663,52,362,Xã,An Ninh,AN
5664,52,362,Xã,An Quí,AQ
5667,52,362,Xã,An Tràng,AT
5669,52,362,Xã,An Vũ,AV
5670,52,362,Xã,Đông Hải,ĐH
5671,52,362,Xã,Đồng Tiến,ĐT
5672,52,362,Xã,Quỳnh Bảo,QB
5674,52,362,Thị trấn,Quỳnh Côi,QC
5675,52,362,Xã,Quỳnh Giao,QG
5678,52,362,Xã,Quỳnh Hoàng,QH
5682,52,362,Xã,Quỳnh Khê,QK
5683,52,362,Xã,Quỳnh Lâm,QL
5684,52,362,Xã,Quỳnh Minh,QM
5685,52,362,Xã,Quỳnh Mỹ,QM
5687,52,362,Xã,Quỳnh Nguyên,QN
5689,52,362,Xã,Quỳnh Thọ,QT
5691,52,362,Xã,Quỳnh Xá,QX
5693,52,363,Phường,Đề Thám,ĐT
5694,52,363,Xã,Đông Hòa,ĐH
5697,52,363,Phường,Hoàng Diệu,HD
5699,52,363,Phường,Lê Hồng Phong,LHP
5700,52,363,Phường,Phú Khánh,PK
5702,52,363,Phường,Quang Trung,QT
5703,52,363,Xã,Tân Bình,TB
5704,52,363,Phường,Tiền Phong,TP
5706,52,363,Phường,Trần Lãm,TL
5709,52,363,Xã,Vũ Lạc,VL
5759,52,365,Xã,An Ninh,AN
5763,52,365,Xã,Đông Hoàng,ĐH
5764,52,365,Xã,Đông Lâm,ĐL
5765,52,365,Xã,Đông Long,ĐL
5766,52,365,Xã,Đông Minh,ĐM
5767,52,365,Xã,Đông Phong,ĐP
5768,52,365,Xã,Đông Quí,ĐQ
5769,52,365,Xã,Đông Trà,ĐT
5770,52,365,Xã,Đông Trung,ĐT
5771,52,365,Xã,Đông Xuyên,ĐX
5772,52,365,Xã,Nam Chính,NC
5776,52,365,Xã,Nam Hồng,NH
5778,52,365,Xã,Nam Phú,NP
5779,52,365,Xã,Nam Thắng,NT
5780,52,365,Xã,Nam Thanh,NT
5781,52,365,Xã,Nam Thịnh,NT
5782,52,365,Xã,Nam Trung,NT
5792,52,365,Xã,Vân Trường,VT
5795,52,366,Xã,Đồng Thanh,ĐT
5798,52,366,Xã,Hiệp Hòa,HH
5799,52,366,Xã,Hòa Bình,HB
5802,52,366,Xã,Minh Khai,MK
5806,52,366,Xã,Phúc Thành,PT
5808,52,366,Xã,Song Lãng,SL
5810,52,366,Xã,Tân Hòa,TH
5815,52,366,Xã,Việt Hùng,VH
5816,52,366,Xã,Việt Thuận,VT
5817,52,366,Xã,Vũ Đoài,VĐ
5818,52,366,Xã,Vũ Hội,VH
5822,52,366,Xã,Vũ Vinh,VV
5826,5,367,Xã,Dĩnh Trì,DT
5828,5,367,Phường,Hoàng Văn Thụ,HVT
5829,5,367,Phường,Lê Lợi,LL
5831,5,367,Phường,Ngô Quyền,NQ
5832,5,367,Xã,Song Khê,SK
5833,5,367,Xã,Song Mai,SM
5834,5,367,Xã,Tân Mỹ,TM
5837,5,367,Phường,Trần Nguyên Hãn,TNH
5838,5,367,Phường,Trần Phú,TP
5839,5,367,Phường,Xương Giang,XG
5867,5,369,Xã,An Hà,AH
5868,5,369,Xã,Đại Lâm,ĐL
5873,5,369,Thị trấn,Kép,K
5875,5,369,Xã,Mỹ Thái,MT
5877,5,369,Xã,Nghĩa Hưng,NH
5881,5,369,Xã,Tân Hưng,TH
5882,5,369,Xã,Tân Thanh,TT
5885,5,369,Xã,Tiên Lục,TL
5887,5,369,Xã,Xuân Hương,XH
5888,5,369,Xã,Xương Lâm,XL
5890,5,370,Xã,Bắc Lũng,BL
5894,5,370,Xã,Cẩm Lý,CL
5895,5,370,Xã,Chu Điện,CĐ
5896,5,370,Xã,Cương Sơn,CS
5897,5,370,Xã,Đan Hội,ĐH
5898,5,370,Thị trấn,Đồi Ngô,ĐN
5903,5,370,Xã,Lan Mẫu,LM
5905,5,370,Xã,Lục Sơn,LS
5906,5,370,Xã,Nghĩa Phương,NP
5908,5,370,Xã,Tam Dị,TD
5911,5,370,Xã,Tiên Nha,TN
5912,5,370,Xã,Trường Giang,TG
5916,5,370,Xã,Yên Sơn,YS
5917,5,371,Xã,Biển Động,BĐ
5918,5,371,Xã,Biên Sơn,BS
5922,5,371,Xã,Đồng Cốc,ĐC
5924,5,371,Xã,Hộ Đáp,HĐ
5925,5,371,Xã,Hồng Giang,HG
5926,5,371,Xã,Kiên Lao,KL
5927,5,371,Xã,Kiên Thành,KT
5928,5,371,Xã,Kim Sơn,KS
5930,5,371,Xã,Nam Dương,ND
5932,5,371,Xã,Phì Điền,PĐ
5937,5,371,Xã,Quý Sơn,QS
5939,5,371,Xã,Sơn Hải,SH
5940,5,371,Xã,Tân Hoa,TH
5942,5,371,Xã,Tân Mộc,TM
5945,5,371,Xã,Thanh Hải,TH
5946,5,371,Xã,Trù Hựu,TH
5947,5,372,Xã,An Bá,AB
5948,5,372,Thị trấn,An Châu,AC
5953,5,372,Xã,Cẩm Đàn,CĐ
5955,5,372,Xã,Dương Hưu,DH
5956,5,372,Xã,Giáo Liêm,GL
5966,5,372,Xã,Tuấn Đạo,TĐ
5968,5,372,Xã,Vân Sơn,VS
5971,5,373,Xã,An Dương,AD
5974,5,373,Xã,Cao Xá,CX
5975,5,373,Xã,Đại Hóa,ĐH
5979,5,373,Xã,Liên Chung,LC
5980,5,373,Xã,Liên Sơn,LS
5982,5,373,Xã,Ngọc Lý,NL
5983,5,373,Xã,Ngọc Thiện,NT
5984,5,373,Xã,Ngọc Vân,NV
5989,5,373,Xã,Quang Tiến,QT
5992,5,373,Xã,Tân Trung,TT
5993,5,373,Xã,Việt Lập,VL
5995,5,374,Thị trấn,Bích Động,BĐ
5999,5,374,Xã,Hương Mai,HM
6001,5,374,Thị trấn,Nếnh,N
6005,5,374,Xã,Quang Châu,QC
6007,5,374,Xã,Tăng Tiến,TT
6009,5,374,Xã,Tiên Sơn,TS
6011,5,374,Xã,Tự Lạn,TL
6012,5,374,Xã,Vân Hà,VH
6016,5,375,Xã,Đồng Phúc,ĐP
6021,5,375,Xã,Hương Gián,HG
6022,5,375,Xã,Lãng Sơn,LS
6026,5,375,Xã,Nội Hoàng,NH
6033,5,375,Xã,Tiền Phong,TP
6034,5,375,Xã,Trí Yên,TY
6035,5,375,Xã,Tư Mại,TM
6036,5,375,Xã,Xuân Phú,XP
6037,5,375,Xã,Yên Lư,YL
6038,5,376,Xã,An Thượng,AT
6046,5,376,Xã,Đông Sơn,ĐS
6047,5,376,Xã,Đồng Tiến,ĐT
6051,5,376,Xã,Tam Hiệp,TH
6054,5,376,Xã,Tân Sỏi,TS
6055,5,376,Xã,Tiến Thắng,TT
6056,5,376,Xã,Xuân Lương,XL
6057,27,377,Xã,Bắc Phong,BP
6058,27,377,Xã,Bình Thanh,BT
6061,27,377,Xã,Dũng Phong,DP
6064,27,377,Xã,Tây Phong,TP
6065,27,377,Xã,Thu Phong,TP
6066,27,377,Xã,Thung Nai,TN
6070,27,378,Xã,Cao Sơn,CS
6075,27,378,Xã,Đồng Ruộng,ĐR
6078,27,378,Xã,Hiền Lương,HL
6082,27,378,Xã,Tân Minh,TM
6085,27,378,Xã,Toàn Sơn,TS
6086,27,378,Xã,Trung Thành,TT
6088,27,378,Xã,Vầy Nưa,VN
6106,27,380,Xã,Bình Sơn,BS
6108,27,380,Xã,Cuối Hạ,CH
6109,27,380,Xã,Đông Bắc,ĐB
6122,27,380,Xã,Nam Thượng,NT
6124,27,380,Xã,Nuông Dăm,ND
6125,27,380,Xã,Sào Báy,SB
6130,27,380,Xã,Tú Sơn,TS
6132,27,380,Xã,Vĩnh Tiến,VT
6147,27,382,Xã,Chí Đạo,CĐ
6149,27,382,Xã,Định Cư,ĐC
6150,27,382,Xã,Hương Nhượng,HN
6152,27,382,Xã,Miền Đồi,MĐ
6153,27,382,Xã,Mỹ Thành,MT
6160,27,382,Xã,Tân Lập,TL
6161,27,382,Xã,Tân Mỹ,TM
6162,27,382,Xã,Thượng Cốc,TC
6166,27,382,Xã,Văn Sơn,VS
6169,27,382,Xã,Xuất Hóa,XH
6170,27,382,Xã,Yên Nghiệp,YN
6196,27,384,Xã,Lâm Sơn,LS
6197,27,384,Xã,Liên Sơn,LS
6200,27,384,Xã,Nhuận Trạch,NT
6202,27,384,Xã,Tân Vinh,TV
6210,27,385,Xã,Chiềng Châu,CC
6213,27,385,Xã,Hang Kia,HK
6215,27,385,Xã,Mai Hạ,MH
6216,27,385,Xã,Mai Hịch,MH
6220,27,385,Xã,Pà Cò,PC
6236,27,386,Xã,Lỗ Sơn,LS
6238,27,386,Thị trấn,Mãn Đức,MĐ
6245,27,386,Xã,Phong Phú,PP
6246,27,386,Xã,Phú Cường,PC
6247,27,386,Xã,Phú Vinh,PV
6250,27,386,Xã,Quyết Chiến,QC
6268,66,388,Thị trấn,An Phú,AP
6269,66,388,Xã,Đa Phước,ĐP
6270,66,388,Xã,Khánh An,KA
6271,66,388,Xã,Khánh Bình,KB
6276,66,388,Xã,Phước Hưng,PH
6277,66,388,Xã,Quốc Thái,QT
6278,66,388,Xã,Vĩnh Hậu,VH
6281,66,388,Xã,Vĩnh Trường,VT
6289,66,390,Xã,Bình Chánh,BC
6291,66,390,Xã,Bình Mỹ,BM
6297,66,390,Xã,Mỹ Đức,MĐ
6299,66,390,Xã,Ô Long Vỹ,ÔLV
6301,66,390,Thị trấn,Vĩnh Thạnh Trung,VTT
6304,66,391,Xã,Bình Hòa,BH
6305,66,391,Xã,Bình Thạnh,BT
6307,66,391,Xã,Hòa Bình Thạnh,HBT
6308,66,391,Xã,Tân Phú,TP
6311,66,391,Xã,Vĩnh Hanh,VH
6313,66,391,Xã,Vĩnh Nhuận,VN
6314,66,391,Xã,Vĩnh Thành,VT
6316,66,392,Xã,Bình Phước Xuân,BPX
6320,66,392,Xã,Hội An,HA
6325,66,392,Xã,Long Giang,LG
6327,66,392,Xã,Mỹ An,MA
6329,66,392,Xã,Mỹ Hội Đông,MHĐ
6330,66,392,Thị trấn,Mỹ Luông,ML
6332,66,392,Xã,Tấn Mỹ,TM
6335,66,393,Phường,Đông Xuyên,ĐX
6336,66,393,Phường,Mỹ Bình,MB
6341,66,393,Phường,Mỹ Phước,MP
6342,66,393,Phường,Mỹ Quý,MQ
6343,66,393,Phường,Mỹ Thạnh,MT
6344,66,393,Phường,Mỹ Thới,MT
6345,66,393,Phường,Mỹ Xuyên,MX
6347,66,394,Thị trấn,Chợ Vàm,CV
6349,66,394,Xã,Hoà Lạc,HL
6350,66,394,Xã,Long Hoà,LH
6355,66,394,Xã,Phú Lâm,PL
6356,66,394,Xã,Phú Long,PL
6357,66,394,Thị trấn,Phú Mỹ,PM
6358,66,394,Xã,Phú Thành,PT
6359,66,394,Xã,Phú Thạnh,PT
6361,66,394,Xã,Phú Xuân,PX
6366,66,395,Xã,Long An,LA
6367,66,395,Phường,Long Châu,LC
6371,66,395,Phường,Long Thạnh,LT
6372,66,395,Xã,Phú Lộc,PL
6373,66,395,Xã,Phú Vĩnh,PV
6374,66,395,Xã,Tân An,TA
6375,66,395,Xã,Tân Thạnh,TT
6377,66,395,Xã,Vĩnh Xương,VX
6378,66,396,Xã,An Bình,AB
6379,66,396,Xã,Bình Thành,BT
6381,66,396,Xã,Định Thành,ĐT
6384,66,396,Thị trấn,Óc Eo,ÓE
6386,66,396,Xã,Phú Thuận,PT
6388,66,396,Xã,Thoại Giang,TG
6393,66,396,Xã,Vọng Đông,VĐ
6395,66,397,Xã,An Cư,AC
6396,66,397,Xã,An Hảo,AH
6397,66,397,Xã,An Nông,AN
6399,66,397,Thị trấn,Chi Lăng,CL
6400,66,397,Thị trấn,Nhà Bàng,NB
6401,66,397,Xã,Nhơn Hưng,NH
6408,66,397,Xã,Vĩnh Trung,VT
6409,66,398,Xã,An Tức,AT
6413,66,398,Xã,Lạc Quới,LQ
6416,66,398,Xã,Lương Phi,LP
6418,66,398,Xã,Ô Lâm,ÔL
6420,66,398,Xã,Tân Tuyến,TT
6422,66,398,Xã,Vĩnh Gia,VG
6424,60,399,Thị trấn,Bá Hiến,BH
6426,60,399,Thị trấn,Gia Khánh,GK
6430,60,399,Xã,Quất Lưu,QL
6431,60,399,Xã,Sơn Lôi,SL
6432,60,399,Xã,Tam Hợp,TH
6434,60,399,Thị trấn,Thanh Lãng,TL
6435,60,399,Xã,Thiện Kế,TK
6437,60,400,Xã,Bắc Bình,BB
6438,60,400,Xã,Bàn Giản,BG
6440,60,400,Xã,Đồng Ích,ĐÍ
6442,60,400,Xã,Hợp Lý,HL
6444,60,400,Xã,Liên Hòa,LH
6445,60,400,Xã,Liễn Sơn,LS
6451,60,400,Xã,Triệu Đề,TĐ
6452,60,400,Xã,Tử Du,TD
6453,60,400,Xã,Văn Quán,VQ
6454,60,400,Xã,Vân Trục,VT
6456,60,400,Xã,Xuân Lôi,XL
6467,60,402,Xã,Bạch Lưu,BL
6469,60,402,Xã,Đôn Nhân,ĐN
6470,60,402,Xã,Đồng Quế,ĐQ
6473,60,402,Xã,Hải Lựu,HL
6474,60,402,Xã,Lãng Công,LC
6475,60,402,Xã,Nhân Đạo,NĐ
6476,60,402,Xã,Nhạo Sơn,NS
6478,60,402,Xã,Phương Khoan,PK
6480,60,402,Thị trấn,Tam Sơn,TS
6482,60,402,Xã,Tứ Yên,TY
6484,60,403,Xã,Bồ Lý,BL
6491,60,403,Xã,Tam Quan,TQ
6492,60,403,Xã,Yên Dương,YD
6493,60,404,Xã,An Hòa,AH
6495,60,404,Xã,Đồng Tĩnh,ĐT
6496,60,404,Xã,Duy Phiên,DP
6501,60,404,Xã,Hợp Thịnh,HT
6503,60,404,Xã,Kim Long,KL
6504,60,404,Xã,Thanh Vân,TV
6506,60,405,Xã,An Tường,AT
6507,60,405,Xã,Bình Dương,BD
6510,60,405,Xã,Chấn Hưng,CH
6511,60,405,Xã,Đại Đồng,ĐĐ
6512,60,405,Xã,Kim Xá,KX
6513,60,405,Xã,Lũng Hoà,LH
6516,60,405,Xã,Ngũ Kiên,NK
6517,60,405,Xã,Phú Đa,PĐ
6519,60,405,Xã,Tam Phúc,TP
6521,60,405,Xã,Tân Tiến,TT
6522,60,405,Thị trấn,Thổ Tang,TT
6523,60,405,Xã,Thượng Trưng,TT
6524,60,405,Thị trấn,Tứ Trưng,TT
6525,60,405,Xã,Tuân Chính,TC
6526,60,405,Xã,Vân Xuân,VX
6528,60,405,Xã,Vĩnh Ninh,VN
6532,60,405,Xã,Vũ Di,VD
6533,60,405,Xã,Yên Bình,YB
6538,60,406,Phường,Hội Hợp,HH
6539,60,406,Phường,Khai Quang,KQ
6542,60,406,Xã,Thanh Trù,TT
6543,60,406,Phường,Tích Sơn,TS
6544,60,407,Xã,Bình Định,BĐ
6545,60,407,Xã,Đại Tự,ĐT
6546,60,407,Xã,Đồng Cương,ĐC
6547,60,407,Xã,Đồng Văn,ĐV
6550,60,407,Xã,Liên Châu,LC
6552,60,407,Xã,Tam Hồng,TH
6556,60,407,Xã,Trung Nguyên,TN
6560,60,407,Xã,Yên Phương,YP
6561,51,408,Xã,An Thạnh,AT
6563,51,408,Xã,Lợi Thuận,LT
6565,51,408,Xã,Long Giang,LG
6566,51,408,Xã,Long Khánh,LK
6569,51,408,Xã,Tiên Thuận,TT
6570,51,409,Xã,An Bình,AB
6572,51,409,Xã,Biên Giới,BG
6576,51,409,Xã,Hòa Hội,HH
6580,51,409,Xã,Phước Vinh,PV
6583,51,409,Xã,Thành Long,TL
6584,51,409,Xã,Trí Bình,TB
6585,51,410,Xã,Bàu Năng,BN
6587,51,410,Xã,Cầu Khởi,CK
6588,51,410,Xã,Chà Là,CL
6592,51,410,Xã,Phước Minh,PM
6595,51,410,Xã,Truông Mít,TM
6596,51,411,Xã,Bàu Đồn,BĐ
6599,51,411,Xã,Hiệp Thạnh,HT
6602,51,411,Xã,Phước Trạch,PT
6604,51,411,Xã,Thanh Phước,TP
6614,51,413,Xã,Mỏ Công,MC
6616,51,413,Xã,Tân Bình,TB
6617,51,413,Xã,Tân Lập,TL
6620,51,413,Xã,Thạnh Bình,TB
6621,51,413,Xã,Thạnh Tây,TT
6622,51,413,Xã,Trà Vong,TV
6623,51,414,Xã,Suối Dây,SD
6625,51,414,Thị trấn,Tân Châu,TC
6628,51,414,Xã,Tân Hiệp,TH
6629,51,414,Xã,Tân Hòa,TH
6630,51,414,Xã,Tân Hội,TH
6632,51,414,Xã,Tân Phú,TP
6633,51,414,Xã,Tân Thành,TT
6634,51,414,Xã,Thạnh Đông,TĐ
6663,53,417,Xã,Hà Thượng,HT
6667,53,417,Xã,Ký Phú,KP
6670,53,417,Xã,Minh Tiến,MT
6672,53,417,Xã,Na Mao,NM
6677,53,417,Xã,Phục Linh,PL
6678,53,417,Xã,Phúc Lương,PL
6679,53,417,Thị trấn,Quân Chu,QC
6680,53,417,Xã,Quân Chu,QC
6681,53,417,Xã,Tân Linh,TL
6682,53,417,Xã,Tân Thái,TT
6683,53,417,Xã,Tiên Hội,TH
6684,53,417,Xã,Vạn Thọ,VT
6686,53,417,Xã,Yên Lãng,YL
6689,53,418,Xã,Bình Thành,BT
6690,53,418,Xã,Bình Yên,BY
6694,53,418,Xã,Định Biên,ĐB
6699,53,418,Xã,Linh Thông,LT
6703,53,418,Xã,Phượng Tiến,PT
